client_id,nom,prenom,email,ville,date_inscription,derniere_activite
99,Bègue,Alphonse,alphonse.bègue@noos.fr,Picard-sur-Laine,2023-08-09,2025-05-11
100,Wagner,Gabrielle,gabrielle.wagner@ifrance.com,Humbert,2024-07-13,2025-09-30
101,Picard,Thomas,thomas.picard@free.fr,Delormedan,2024-09-19,2024-12-14
102,Lévy,Nathalie,nathalie.lévy@orange.fr,Evrard-les-Bains,2023-12-02,2025-08-21
103,Lombard,Caroline,caroline.lombard@free.fr,Lelièvre,2024-02-19,2025-01-02
104,Garcia,Dominique,dominique.garcia@dbmail.com,De SousaBourg,2024-03-03,2025-05-17
105,Berger,Roland,invalid_email,Pariss,2024-10-07,2025-09-18
106,Fontaine,Alex,alex.fontaine@wanadoo.fr,Auger,2023-06-14,2024-11-01
107,Thierry,Madeleine,madeleine.thierry@live.com,Moreno,2024-08-19,2025-09-27
108,Meunier,Adélaïde,adélaïde.meunier@tele2.fr,Saint Denis,2023-04-07,2025-03-15
109,Dos Santos,Laure,laure.dos santos@tiscali.fr,Sainte Margueritedan,2024-08-12,2025-04-17
110,Guyon,Célina,célina.guyon@orange.fr,BessonVille,2023-11-06,2024-12-05
111,Perez,Benjamin,benjamin.perez@hotmail.fr,Valette,2022-12-26,2025-02-22
112,Sanchez,Adélaïde,adélaïde.sanchez@orange.fr,Carlier-la-Forêt,2023-12-14,2024-11-17
113,Raynaud,Josette,josette.raynaud@live.com,Pariss,2023-01-15,2025-06-10
114,Lacombe,Matthieu,matthieu.lacombe@ifrance.com,,2023-03-03,2025-01-10
115,Barbier,Marthe,marthe.barbier@wanadoo.fr,Meyer,2022-11-03,2025-10-23
116,Bourdon,Henriette,henriette.bourdon@voila.fr,,2024-08-29,2025-08-19
117,Maury,Benjamin,benjamin.maury@laposte.net,,2024-05-03,2025-04-12
118,Fouquet,Frédérique,frédérique.fouquet@tele2.fr,Lemoine,2023-03-07,2025-09-15
119,Fabre,Jeannine,jeannine.fabre@hotmail.fr,,2022-12-27,2025-02-14
120,Boulanger,Sabine,sabine.boulanger@yahoo.fr,Hamel-sur-Cohen,2024-03-04,2025-01-22
121,Charrier,Aimé,aimé.charrier@orange.fr,,2023-11-24,2025-08-08
122,Bouvet,Andrée,andrée.bouvet@orange.fr,,2023-09-04,2025-09-09
123,Lacombe,Victor,victor.lacombe@ifrance.com,Sainte Charlotte-la-Forêt,2023-10-18,2025-08-26
124,Laurent,Victoire,victoire.laurent@yahoo.fr,MercierBourg,2024-09-10,2025-08-13
125,Rodriguez,Alexandre,alexandre.rodriguez@tiscali.fr,PotierVille,2023-06-10,2025-04-13
126,Philippe,Guy,guy.philippe@laposte.net,Saint Aimé-sur-Mer,2024-06-21,2025-06-06
127,Leconte,Jérôme,jérôme.leconte@orange.fr,,2023-04-28,2025-03-30
128,Wagner,Bertrand,bertrand.wagner@orange.fr,,2022-10-30,2025-09-03
129,Moreau,Alex,alex.moreau@dbmail.com,Louis-sur-Fernandes,2023-02-11,2025-07-30
130,Cordier,Georges,georges.cordier@hotmail.fr,Vaillantdan,2022-11-02,2025-07-24
131,Coste,Pénélope,pénélope.coste@sfr.fr,Mahe,2024-04-21,2025-07-26
132,Ferreira,Adrienne,adrienne.ferreira@noos.fr,Saint Paulboeuf,2024-07-14,2025-01-03
133,Lagarde,Alice,alice.lagarde@dbmail.com,Hubert-la-Forêt,2024-02-05,2025-08-08
134,Gilbert,Benoît,benoît.gilbert@tele2.fr,Hebert,2022-12-30,2025-02-12
135,Rodrigues,Manon,manon.rodrigues@hotmail.fr,Pariss,2023-06-27,2024-12-30
136,Guillet,Gérard,invalid_email,Lopes-sur-Léger,2023-07-17,2025-03-17
137,Grenier,Christine,christine.grenier@voila.fr,Colinnec,2023-11-28,2024-12-14
138,Gomes,David,david.gomes@laposte.net,GuilletBourg,2023-06-29,2025-05-29
139,Blin,Maggie,maggie.blin@voila.fr,Gallet,2024-03-13,2025-04-29
140,Chauvin,Laetitia,laetitia.chauvin@club-internet.fr,,2023-01-02,2025-08-31
141,Bourgeois,Hugues,hugues.bourgeois@wanadoo.fr,,2023-02-27,2024-11-25
142,Chartier,Matthieu,matthieu.chartier@bouygtel.fr,Diallodan,2022-12-13,2025-03-04
143,Gomez,Stéphane,stéphane.gomez@sfr.fr,Brunet,2023-07-10,2025-09-04
144,Thomas,Catherine,catherine.thomas@club-internet.fr,Guilbert,2023-03-07,2025-07-17
145,Maréchal,Aimée,aimée.maréchal@orange.fr,Sainte Pauline,2022-12-31,2025-01-30
146,Vincent,Bernard,bernard.vincent@gmail.com,Sainte Lucieboeuf,2024-01-22,2024-12-02
147,Dos Santos,Adèle,adèle.dos santos@bouygtel.fr,Imbert,2023-05-15,2025-07-10
148,Peltier,Colette,colette.peltier@ifrance.com,Saint Alain,2024-05-20,2025-09-29
149,Lemaire,Georges,georges.lemaire@tele2.fr,Faivre,2022-11-05,2025-10-03
150,Maréchal,Margaret,margaret.maréchal@sfr.fr,Renard-sur-Turpin,2023-03-25,2025-08-24
151,Mahe,Bernadette,bernadette.mahe@tiscali.fr,Pariss,2022-11-17,2025-05-25
152,Michaud,Alix,alix.michaud@orange.fr,Marty-les-Bains,2023-12-23,2025-05-05
153,Mahe,Marguerite,marguerite.mahe@tiscali.fr,Saint Lucie,2023-08-07,2025-02-28
154,Guillaume,Geneviève,geneviève.guillaume@yahoo.fr,Martins,2023-04-15,2025-10-28
155,Allain,Josette,josette.allain@yahoo.fr,,2022-11-14,2024-11-13
156,Klein,Corinne,corinne.klein@ifrance.com,Turpin,2023-04-30,2025-05-01
157,Martel,Benjamin,benjamin.martel@bouygtel.fr,Hervé,2023-04-25,2025-03-04
158,Weiss,Alex,alex.weiss@tiscali.fr,Delaunay-sur-Paul,2023-02-05,2025-09-18
159,Legros,Thibault,thibault.legros@laposte.net,Saint Robert,2023-06-19,2025-05-06
160,Grondin,Suzanne,suzanne.grondin@club-internet.fr,Mercier,2023-07-13,2025-09-04
161,Mahe,Juliette,juliette.mahe@dbmail.com,Garcia,2024-01-01,2025-07-13
162,Chartier,Claire,claire.chartier@laposte.net,Jourdan-les-Bains,2024-06-02,2024-11-05
163,Vallet,Gérard,gérard.vallet@noos.fr,Maillard-sur-Collin,2024-02-25,2024-12-16
164,Gosselin,Gérard,gérard.gosselin@club-internet.fr,Adam-sur-Leconte,2022-11-15,2025-02-02
165,Loiseau,Lorraine,lorraine.loiseau@tiscali.fr,Perez,2023-11-04,2025-01-12
166,Prévost,Nath,nath.prévost@laposte.net,,2022-10-30,2025-08-16
167,Rousseau,Audrey,audrey.rousseau@club-internet.fr,Besnard,2023-02-07,2025-09-19
168,Lucas,Philippe,philippe.lucas@tele2.fr,Saint Guillaume-sur-Mer,2023-03-21,2025-04-09
169,Nicolas,Jacques,jacques.nicolas@free.fr,Girard,2023-08-02,2025-09-08
170,Baron,Timothée,timothée.baron@free.fr,,2024-10-13,2025-05-06
171,Joubert,Benjamin,benjamin.joubert@ifrance.com,Hamondan,2023-09-15,2025-07-23
172,Ruiz,Adrienne,adrienne.ruiz@ifrance.com,Sainte Bertrand,2023-07-29,2025-01-04
173,Charles,Sabine,sabine.charles@orange.fr,Chrétien-sur-Legros,2023-06-20,2025-06-29
174,Delorme,Paul,paul.delorme@voila.fr,Gonzalez-sur-Perrin,2024-09-24,2024-11-27
175,Martel,Agnès,agnès.martel@orange.fr,Sanchez,2024-10-02,2024-11-06
176,Delaunay,Inès,inès.delaunay@noos.fr,Gillet,2023-03-25,2024-10-31
177,Boutin,Christine,christine.boutin@dbmail.com,Lévêque-sur-Mer,2024-03-17,2025-10-19
178,Humbert,Mathilde,mathilde.humbert@yahoo.fr,Sanchezboeuf,2023-05-01,2025-07-25
179,Royer,Suzanne,suzanne.royer@dbmail.com,Pariss,2023-04-13,2025-06-28
180,Baron,Patrick,patrick.baron@tele2.fr,Maury,2024-04-14,2025-04-02
181,Coste,Olivie,olivie.coste@gmail.com,Ollivier,2023-04-20,2024-12-18
182,Buisson,Alain,alain.buisson@laposte.net,Gaillard-la-Forêt,2024-07-29,2025-09-12
183,Lacroix,Thérèse,thérèse.lacroix@club-internet.fr,Pariss,2023-05-25,2025-03-07
184,Coulon,Chantal,invalid_email,,2023-08-24,2025-02-23
185,Faure,Michèle,michèle.faure@orange.fr,Bonninboeuf,2022-11-09,2025-09-11
186,Charrier,Paulette,paulette.charrier@gmail.com,Saint ConstanceVille,2024-01-16,2025-03-30
187,Toussaint,Alfred,alfred.toussaint@sfr.fr,,2024-08-19,2025-02-22
188,Laroche,Hugues,hugues.laroche@voila.fr,Rémy-la-Forêt,2023-03-21,2025-03-22
189,Marques,Eugène,eugène.marques@hotmail.fr,Saint Michelle,2022-11-07,2025-08-16
190,Lombard,Emmanuelle,emmanuelle.lombard@gmail.com,Prévost,2024-01-02,2025-04-28
191,Bernard,Maggie,maggie.bernard@tele2.fr,Saint Roger,2023-02-16,2025-05-08
192,Aubert,Jacques,jacques.aubert@dbmail.com,,2024-09-12,2025-06-28
193,Goncalves,Laure,laure.goncalves@club-internet.fr,Pariss,2023-09-21,2025-09-19
194,Cordier,Alice,alice.cordier@sfr.fr,Sainte Caroline-la-Forêt,2024-01-19,2025-05-01
195,Bailly,Audrey,audrey.bailly@gmail.com,FrançoisBourg,2024-09-23,2024-12-22
196,Blondel,Richard,richard.blondel@dbmail.com,Rivière,2023-09-06,2025-10-17
197,Petit,Aimée,aimée.petit@bouygtel.fr,FischerBourg,2023-04-12,2025-08-27
198,Moulin,Grégoire,grégoire.moulin@sfr.fr,,2023-08-18,2025-07-25
199,Mendès,Jules,jules.mendès@gmail.com,,2024-06-05,2025-01-01
200,Noël,Célina,célina.noël@hotmail.fr,Sainte Élisabeth-la-Forêt,2023-08-13,2025-09-02
201,Collet,Lorraine,lorraine.collet@yahoo.fr,Guillou,2023-01-17,2025-09-26
202,Legros,Augustin,augustin.legros@tele2.fr,Thomas,2023-02-27,2024-12-28
203,Leleu,Amélie,amélie.leleu@club-internet.fr,Millet,2023-01-27,2025-10-03
204,Charrier,Jules,jules.charrier@orange.fr,,2023-02-18,2025-10-24
205,Roy,Cécile,cécile.roy@hotmail.fr,Schneider,2023-01-25,2025-01-18
206,Perret,Gérard,gérard.perret@laposte.net,Sainte Isabelle,2023-09-10,2025-07-10
207,Sauvage,Laurent,laurent.sauvage@voila.fr,Toussaint,2024-07-03,2025-07-28
208,Muller,Emmanuelle,emmanuelle.muller@orange.fr,Loiseau,2024-02-14,2025-10-14
209,Deschamps,Margaret,margaret.deschamps@free.fr,Simon,2024-07-17,2025-02-27
210,Albert,Roland,roland.albert@laposte.net,Rossi,2024-06-24,2025-03-29
211,Bertin,Rémy,rémy.bertin@yahoo.fr,Coste-les-Bains,2024-05-07,2025-08-25
212,Moreau,Henriette,henriette.moreau@noos.fr,Saint Claire,2023-12-17,2024-11-19
213,Labbé,Patricia,patricia.labbé@dbmail.com,Ribeirodan,2024-03-19,2025-02-13
214,Lopez,Honoré,honoré.lopez@wanadoo.fr,Grondin-la-Forêt,2023-05-18,2025-04-21
215,Godard,Alice,alice.godard@tiscali.fr,Lévêque,2023-01-21,2025-10-20
216,Andre,Patrick,patrick.andre@tele2.fr,Maurice,2023-04-04,2024-12-20
217,Roux,Élodie,élodie.roux@noos.fr,Aubry-sur-Rivière,2023-03-03,2025-04-28
218,Descamps,Pauline,pauline.descamps@yahoo.fr,Roche-sur-Dos Santos,2023-06-26,2025-08-07
219,Martins,Stéphane,stéphane.martins@yahoo.fr,DuvalVille,2023-08-30,2025-09-27
220,Jacques,Roland,roland.jacques@free.fr,,2024-08-10,2025-07-05
221,Lemoine,Laurent,laurent.lemoine@tiscali.fr,Saint Daniel,2023-08-11,2025-05-03
222,Richard,Anaïs,anaïs.richard@yahoo.fr,Adam,2024-04-07,2025-05-19
223,Blondel,Martine,martine.blondel@ifrance.com,Jean-sur-Guillaume,2022-12-08,2025-09-20
224,Bègue,Lucie,lucie.bègue@tiscali.fr,Le Roux,2023-05-16,2025-07-16
225,Ferreira,Thibaut,thibaut.ferreira@gmail.com,Lévy,2023-09-07,2025-06-03
226,Lambert,Tristan,tristan.lambert@noos.fr,Hoareau,2023-05-08,2025-08-01
227,Guillet,Robert,robert.guillet@live.com,,2024-05-05,2025-01-28
228,Lecoq,Mathilde,invalid_email,Normand-la-Forêt,2024-09-25,2025-08-22
229,Boulay,Frédérique,frédérique.boulay@sfr.fr,,2024-03-05,2025-08-09
230,Schneider,Brigitte,brigitte.schneider@bouygtel.fr,Sainte Cécile,2023-01-24,2025-08-26
231,Gomez,Louise,louise.gomez@gmail.com,Sauvage,2024-07-07,2025-02-17
232,Dupuy,Dorothée,dorothée.dupuy@dbmail.com,MoulinVille,2024-07-11,2025-03-08
233,Besson,Suzanne,suzanne.besson@noos.fr,Saint Richard,2024-06-24,2025-04-23
234,Carpentier,Zacharie,zacharie.carpentier@live.com,Diaz,2024-08-26,2025-10-29
235,Lamy,Simone,simone.lamy@wanadoo.fr,Saint Andréenec,2024-01-04,2024-11-28
236,Rossi,Luc,luc.rossi@bouygtel.fr,Humbert,2023-10-27,2025-02-03
237,Masse,Manon,manon.masse@laposte.net,Lamy,2024-08-07,2025-07-29
238,Leleu,François,françois.leleu@hotmail.fr,Guyon,2024-09-01,2025-08-12
239,Grégoire,Roger,roger.grégoire@club-internet.fr,Sainte Élodie,2024-06-24,2025-09-28
240,Michaud,Emmanuel,emmanuel.michaud@club-internet.fr,Saint Joseph,2023-05-24,2025-01-08
241,Meunier,Françoise,françoise.meunier@tele2.fr,Pariss,2024-10-12,2024-12-23
242,Tanguy,Nath,nath.tanguy@sfr.fr,,2024-01-11,2025-03-20
243,Olivier,Gabriel,gabriel.olivier@tele2.fr,Pariss,2024-02-18,2025-07-23
244,Chevalier,Alice,alice.chevalier@free.fr,Robin,2024-08-27,2025-07-12
245,Labbé,Sébastien,sébastien.labbé@ifrance.com,Saint Richardnec,2024-06-26,2025-05-02
246,Louis,Antoine,antoine.louis@voila.fr,Pariss,2023-07-08,2025-09-07
247,Henry,Édouard,édouard.henry@bouygtel.fr,Saint Hugues-la-Forêt,2024-04-01,2025-02-26
248,Carlier,Andrée,andrée.carlier@voila.fr,,2023-06-11,2025-10-28
249,Hoareau,Marthe,marthe.hoareau@wanadoo.fr,,2023-02-28,2024-12-18
250,Guichard,Juliette,juliette.guichard@noos.fr,,2023-04-14,2025-06-08
251,Gosselin,Sébastien,sébastien.gosselin@club-internet.fr,Fernandes,2023-12-30,2025-09-20
252,Guyot,Victoire,victoire.guyot@noos.fr,Tessier,2023-12-11,2025-05-16
253,Arnaud,Charlotte,charlotte.arnaud@hotmail.fr,,2024-07-11,2025-02-07
254,Becker,Gabrielle,gabrielle.becker@club-internet.fr,Valette,2023-12-16,2025-07-18
255,Fournier,Corinne,corinne.fournier@club-internet.fr,Vaillant,2023-10-26,2024-11-03
256,Gimenez,Philippe,philippe.gimenez@hotmail.fr,Pottier-les-Bains,2024-09-16,2025-07-05
257,Hernandez,Claire,claire.hernandez@tele2.fr,Pariss,2023-11-03,2025-06-30
258,Gomes,Margot,margot.gomes@orange.fr,Cordier,2024-05-07,2025-02-18
259,Pichon,Anaïs,anaïs.pichon@club-internet.fr,Meunier,2024-09-30,2025-06-18
260,Le Gall,Nicole,nicole.le gall@dbmail.com,Dos Santos,2024-05-17,2025-03-20
261,Boyer,Michel,michel.boyer@laposte.net,Sainte Isaac-les-Bains,2024-10-06,2025-09-18
262,Klein,Marcelle,marcelle.klein@gmail.com,,2023-04-16,2025-09-25
263,Lemonnier,Vincent,vincent.lemonnier@sfr.fr,Le Goff,2023-01-27,2025-04-28
264,Perrin,Sébastien,sébastien.perrin@dbmail.com,Pasquier-sur-Guyon,2023-11-02,2024-12-30
265,Maillot,Sabine,sabine.maillot@voila.fr,,2023-01-10,2025-06-29
266,De Sousa,Pauline,pauline.de sousa@club-internet.fr,Sainte Anaïs,2022-12-28,2025-06-22
267,Fernandez,Margot,margot.fernandez@laposte.net,Boyer,2022-11-23,2025-08-29
268,Louis,Gabrielle,gabrielle.louis@gmail.com,Baudry,2022-10-30,2025-01-25
269,Gérard,Richard,richard.gérard@yahoo.fr,Meunierdan,2024-01-24,2025-03-01
270,Bouvet,Claude,claude.bouvet@club-internet.fr,Jean-sur-Hernandez,2024-05-08,2025-03-23
271,Legrand,Élise,élise.legrand@voila.fr,,2023-08-13,2025-09-02
272,Rocher,Laure,invalid_email,,2024-10-19,2025-08-13
273,Meunier,Sabine,sabine.meunier@live.com,,2023-07-14,2024-12-19
274,Fouquet,Patricia,patricia.fouquet@hotmail.fr,Pariss,2024-10-06,2025-05-22
275,Perrot,Élisabeth,élisabeth.perrot@gmail.com,Moreno,2024-09-23,2025-09-19
276,Loiseau,Madeleine,madeleine.loiseau@laposte.net,Saint Gabriel,2023-12-11,2025-01-19
277,Hervé,Jeanne,jeanne.hervé@yahoo.fr,Lévêque,2024-04-14,2025-07-14
278,Leconte,Joseph,joseph.leconte@dbmail.com,Caron,2023-01-18,2025-03-22
279,Pasquier,Susanne,susanne.pasquier@noos.fr,Paul,2024-03-17,2025-03-16
280,Garnier,Zoé,zoé.garnier@noos.fr,Bailly,2022-12-18,2025-03-28
281,Pichon,Catherine,catherine.pichon@bouygtel.fr,,2024-08-09,2025-08-29
282,Charpentier,Jeannine,jeannine.charpentier@club-internet.fr,Joseph,2024-05-14,2025-10-27
283,Morel,Adrienne,adrienne.morel@gmail.com,,2024-01-11,2025-06-09
284,Faure,Dorothée,dorothée.faure@wanadoo.fr,Baudry-sur-Mer,2023-08-23,2025-05-28
285,Robin,Aurore,aurore.robin@laposte.net,JulienBourg,2024-07-05,2025-10-27
286,Berthelot,Olivier,olivier.berthelot@laposte.net,Le Goff,2024-10-25,2024-11-16
287,Moreno,Eugène,eugène.moreno@live.com,Saint Christiane,2022-12-12,2024-12-01
288,Dubois,Juliette,juliette.dubois@ifrance.com,Sainte Andrée-la-Forêt,2024-01-01,2025-01-02
289,Gimenez,Alice,alice.gimenez@voila.fr,Perret-sur-Mer,2023-10-02,2025-10-22
290,Pierre,Paulette,paulette.pierre@yahoo.fr,Boulay,2023-07-31,2025-09-10
291,Barbe,Thibaut,thibaut.barbe@voila.fr,LeclercBourg,2023-10-01,2025-05-10
292,Martin,Astrid,astrid.martin@hotmail.fr,Lambert,2023-01-26,2025-10-23
293,Benard,Margaux,margaux.benard@noos.fr,,2023-04-30,2025-04-28
